SECTOR,SHELF,REEF_NAME,REEF_ID,LATITUDE,LONGITUDE,P_CODE,VISIT_NO,YEAR_CODE,REPORT_YEAR,SAMPLE_DATE,MEDIAN_LIVE_CORAL,MEDIAN_SOFT_CORAL,MEDIAN_DEAD_CORAL,MEAN_LIVE_CORAL,MEAN_SOFT_CORAL,MEAN_DEAD_CORAL,TOTAL_COTS,MEAN_COTS_PER_TOW,TOTAL_TROUT,MEAN_TROUT_PER_TOW,TOWS
CB,O,BROOMFIELD REEF,23048S,-23.275,151.941667,RM,21,201213,2013,26/08/2012,2U,1L,1L,32.455,5.409,1.591,0,0,4,0.072727273,55
CB,O,BROOMFIELD REEF,23048S,-23.275,151.941667,RMRAP,22,201314,2014,16/09/2013,3L,1L,1L,32.209,3.663,1.628,0,0,6,0.139534884,43
CB,O,BROOMFIELD REEF,23048S,-23.275,151.941667,RM,23,201415,2015,19/08/2014,3U,1L,1L,41.739,4.076,1.793,0,0,5,0.108695652,46
CB,O,BROOMFIELD REEF,23048S,-23.275,151.941667,RMRAP,24,201516,2016,17/10/2015,3U,1L,0,50,4.167,1.078,0,0,4,0.078431373,51
CB,O,BROOMFIELD REEF,23048S,-23.275,151.941667,RM,25,201617,2017,14/01/2017,3U,1L,0,44.867,5,1.17,0,0,11,0.234042553,47
CB,O,BROOMFIELD REEF,23048S,-23.275,151.941667,RMRAP,26,201718,2018,22/10/2017,3U,1L,1L,47.938,5.875,1.688,0,0,,,40
CB,O,BROOMFIELD REEF,23048S,-23.275,151.941667,RM,27,201819,2019,16/09/2018,4L,1L,1L,52.995,3.073,1.51,0,0,2,0.041666667,48
CB,O,BROOMFIELD REEF,23048S,-23.275,151.941667,RAP,28,201920,2020,8/01/2020,4L,1L,0,51.675,6.8,0.65,0,0,15,0.3,50
CB,O,BROOMFIELD REEF,23048S,-23.275,151.941667,RM,29,202021,2021,24/08/2020,4L/4U,1L,0,58.194,5.463,0.231,0,0,5,0.092592593,54
CB,O,WRECK ISLAND REEF,23051S,-23.333333,151.966667,RM,1,199293,1993,26/10/1992,2,,0,27.111,,1.667,0,0,,,45
CB,O,WRECK ISLAND REEF,23051S,-23.333333,151.966667,RM,4,199596,1996,9/12/1995,2U,,0,25.288,,0.897,0,0,,,39
CB,O,WRECK ISLAND REEF,23051S,-23.333333,151.966667,RM,5,199697,1997,17/11/1996,2U,,0,31.083,,1.167,0,0,,,45
CB,O,WRECK ISLAND REEF,23051S,-23.333333,151.966667,RM,6,199798,1998,5/12/1997,2U/3L,1L,0,34.191,4.853,0.662,0,0,,,34
CB,O,WRECK ISLAND REEF,23051S,-23.333333,151.966667,RM,7,199899,1999,27/11/1998,3U,1L,1L,47.583,5.833,2.167,0,0,,,45
CB,O,WRECK ISLAND REEF,23051S,-23.333333,151.966667,RM,8,199900,2000,3/12/1999,3L,1L,1L,46.696,5.833,1.905,0,0,,,42
CB,O,WRECK ISLAND REEF,23051S,-23.333333,151.966667,RM,9,200001,2001,14/09/2000,3U,1L,1L,45.273,4.766,2.5,0,0,,,32
CB,O,WRECK ISLAND REEF,23051S,-23.333333,151.966667,RM,10,200102,2002,7/08/2001,3U,1L,1L,43.036,8.357,2.357,0,0,,,35
CB,O,WRECK ISLAND REEF,23051S,-23.333333,151.966667,RM,11,200203,2003,16/09/2002,3L,1L,1L,39.482,8.049,2.317,0,0,,,41
CB,O,WRECK ISLAND REEF,23051S,-23.333333,151.966667,RM,12,200304,2004,1/11/2003,2U,1L,1L,34.342,11.316,2.5,0,0,,,38
CB,O,WRECK ISLAND REEF,23051S,-23.333333,151.966667,RM,13,200405,2005,2/12/2004,2U,1L,1L,23.885,6.351,1.824,0,0,,,37
CB,O,WRECK ISLAND REEF,23051S,-23.333333,151.966667,RM,15,200607,2007,22/11/2006,2U,1L,1L,29.329,7.744,2.012,0,0,43,1.048780488,41
CB,O,WRECK ISLAND REEF,23051S,-23.333333,151.966667,RM,17,200809,2009,20/11/2008,2U,1L,1L,24.125,5.813,1.875,0,0,43,1.075,40
CB,O,WRECK ISLAND REEF,23051S,-23.333333,151.966667,RM,19,201011,2011,30/11/2010,2L,1L,0,15.611,2.611,1.167,0,0,35,0.777777778,45
CB,O,WRECK ISLAND REEF,23051S,-23.333333,151.966667,RM,21,201213,2013,25/08/2012,2L,1L,0,14.695,3.232,1.22,0,0,36,0.87804878,41
CB,O,WRECK ISLAND REEF,23051S,-23.333333,151.966667,RM,23,201415,2015,20/08/2014,2L,1L,0,19.524,5,0.774,0,0,28,0.666666667,42
CB,O,WRECK ISLAND REEF,23051S,-23.333333,151.966667,RM,25,201617,2017,14/01/2017,4L,1L,0,56.028,3.833,1.222,0,0,47,1.044444444,45
CB,O,WRECK ISLAND REEF,23051S,-23.333333,151.966667,RM,27,201819,2019,24/09/2018,3U,1L,1L,51.453,4.128,2.151,0,0,17,0.395348837,43
CB,O,WRECK ISLAND REEF,23051S,-23.333333,151.966667,RM,29,202021,2021,24/08/2020,5L,1L,0,72.917,2.722,0.111,0,0,14,0.311111111,45
CB,O,ONE TREE REEF,23055S,-23.5,152.066667,RM,1,199293,1993,21/10/1992,2,,1,18.133,,3.467,0,0,,,75
CB,O,ONE TREE REEF,23055S,-23.5,152.066667,RM,2,199394,1994,9/04/1994,2L,,0,16.623,,0.044,0,0,,,57
CB,O,ONE TREE REEF,23055S,-23.5,152.066667,RM,3,199495,1995,26/11/1994,2U,,0,26.731,,0.731,0,0,,,65
CB,O,ONE TREE REEF,23055S,-23.5,152.066667,RM,4,199596,1996,8/12/1995,2U,,1L,32.852,,1.484,0,0,,,64
CB,O,ONE TREE REEF,23055S,-23.5,152.066667,RM,5,199697,1997,14/11/1996,2U/3L,,0,34.143,,0.714,0,0,,,70
CB,O,ONE TREE REEF,23055S,-23.5,152.066667,RM,6,199798,1998,6/12/1997,2U,1L,0,37.036,3.105,0.444,0,0,,,62
CB,O,ONE TREE REEF,23055S,-23.5,152.066667,RM,7,199899,1999,29/11/1998,3U,1L,1L,44.288,5.885,2.192,0,0,,,65
CB,O,ONE TREE REEF,23055S,-23.5,152.066667,RM,8,199900,2000,5/12/1999,3U,1L,1L,46.892,4.41,2.431,0,0,,,72
CB,O,ONE TREE REEF,23055S,-23.5,152.066667,RM,9,200001,2001,15/09/2000,3L,1L,1L,39.394,4.962,2.5,0,0,,,66
CB,O,ONE TREE REEF,23055S,-23.5,152.066667,RM,10,200102,2002,5/08/2001,3U,1L,1L,49.917,4.75,2.333,0,0,,,60
CB,O,ONE TREE REEF,23055S,-23.5,152.066667,RM,11,200203,2003,17/09/2002,3U,1L,1L,45.913,7.063,2.5,0,0,,,63
CB,O,ONE TREE REEF,23055S,-23.5,152.066667,RM,12,200304,2004,31/10/2003,3U,1L,1L,44.03,9.224,2.586,0,0,,,58
CB,O,ONE TREE REEF,23055S,-23.5,152.066667,RM,13,200405,2005,1/12/2004,3L,1L,1L,40.706,7.5,2.379,0,0,,,62
CB,O,ONE TREE REEF,23055S,-23.5,152.066667,RM,15,200607,2007,14/11/2006,3L,1L,1L,37,10.929,2.5,0,0,44,0.628571429,70
CB,O,ONE TREE REEF,23055S,-23.5,152.066667,RM,17,200809,2009,22/11/2008,2U,1L,1L,22.518,3.787,2.059,0,0,42,0.617647059,68
CB,O,ONE TREE REEF,23055S,-23.5,152.066667,RM,19,201011,2011,1/12/2010,1U,1L,0,14.142,2.985,0.896,0,0,30,0.447761194,67
CB,O,ONE TREE REEF,23055S,-23.5,152.066667,RM,21,201213,2013,23/08/2012,2L,1L,0,25.293,3.75,0.781,0,0,57,0.890625,64
CB,O,ONE TREE REEF,23055S,-23.5,152.066667,RM,25,201617,2017,13/01/2017,3L,1L,1L,39.647,6.09,1.763,0,0,138,1.769230769,78
CB,O,ONE TREE REEF,23055S,-23.5,152.066667,RM,27,201819,2019,24/09/2018,3U,1L,1L,43.766,4.507,2.105,3,0.039,58,0.763157895,76
CB,O,ONE TREE REEF,23055S,-23.5,152.066667,RM,29,202021,2021,23/08/2020,4L,1L,0,55.577,3.622,0.641,0,0,114,1.461538462,78
CB,O,ERSKINE REEF,23068S,-23.508333,151.775,RAP,14,200506,2006,11/03/2006,2U,1L,1L,27.841,2.955,1.932,0,0,16,0.727272727,22
CB,O,ERSKINE REEF,23068S,-23.508333,151.775,RAP,16,200708,2008,8/12/2007,2L,1L,1L,15.658,3.289,1.842,0,0,7,0.368421053,19
CB,O,ERSKINE REEF,23068S,-23.508333,151.775,RAP,18,200910,2010,11/01/2010,1U,1L,0,11.902,2.826,0.761,0,0,20,0.869565217,23
CB,O,ERSKINE REEF,23068S,-23.508333,151.775,RAP,20,201112,2012,1/12/2011,2L/2U,1L,0,22.25,2.75,0.75,0,0,5,0.25,20
CB,O,ERSKINE REEF,23068S,-23.508333,151.775,RAP,22,201314,2014,14/09/2013,2U,1L,1L,23.224,2.5,1.711,0,0,6,0.315789474,19
CB,O,ERSKINE REEF,23068S,-23.508333,151.775,RAP,24,201516,2016,5/10/2015,2L,1L,1L,23.063,3.25,1.875,0,0,14,0.7,20
CB,O,ERSKINE REEF,23068S,-23.508333,151.775,RAP,26,201718,2018,21/10/2017,2U,1L,1L,31.806,2.778,1.528,0,0,,,18
CB,O,ERSKINE REEF,23068S,-23.508333,151.775,RAP,28,201920,2020,8/01/2020,3L,1L,0,41.974,3.553,0.526,0,0,34,1.789473684,19
CB,O,ERSKINE REEF,23068S,-23.508333,151.775,RM,29,202021,2021,23/08/2020,3U,1L,0,37.56,2.976,0.952,0,0,42,2,21
CB,O,MAST HEAD REEF,23069S,-23.541667,151.733333,RAP,14,200506,2006,3/05/2006,2L,1L,1L,22.075,2.594,3.066,0,0,21,0.396226415,53
CB,O,MAST HEAD REEF,23069S,-23.541667,151.733333,RAP,16,200708,2008,7/12/2007,2L,1L,1L,15.345,2.371,1.293,0,0,12,0.206896552,58
CB,O,MAST HEAD REEF,23069S,-23.541667,151.733333,RAP,18,200910,2010,8/01/2010,2L,1L,0,11.455,3.273,0.545,0,0,11,0.2,55
CB,O,MAST HEAD REEF,23069S,-23.541667,151.733333,RAP,20,201112,2012,4/12/2011,2L,1L,0,16.02,2.908,0.969,0,0,9,0.183673469,49
CB,O,MAST HEAD REEF,23069S,-23.541667,151.733333,RAP,22,201314,2014,15/09/2013,2L,1L,1L,15.288,3.173,1.442,0,0,10,0.192307692,52
CB,O,MAST HEAD REEF,23069S,-23.541667,151.733333,RAP,28,201920,2020,8/01/2020,3L,1L,0,38.212,2.423,1.115,0,0,27,0.415384615,65
CB,O,MAST HEAD REEF,23069S,-23.541667,151.733333,RM,29,202021,2021,23/08/2020,2U,1L,1L,28.542,3.698,1.615,0,0,21,0.4375,48
CB,O,FITZROY REEF,23077S,-23.625,152.158333,RM,2,199394,1994,12/04/1994,2U,,0,26.993,,0.109,0,0,,,69
CB,O,FITZROY REEF,23077S,-23.625,152.158333,RM,4,199596,1996,6/12/1995,2U,,1L,32.348,,1.402,2,0.03,,,66
CB,O,FITZROY REEF,23077S,-23.625,152.158333,RM,5,199697,1997,14/11/1996,3L,,1L,33.511,,1.324,4,0.059,,,68
CB,O,BOULT REEF,23079S,-23.758333,152.266667,RAP,14,200506,2006,4/05/2006,3U/4L,1L,1L,52.225,3.65,2.5,0,0,17,0.34,50
CB,O,BOULT REEF,23079S,-23.758333,152.266667,RAP,16,200708,2008,4/12/2007,2U,1L,1L,22.969,8.188,1.563,0,0,8,0.2,40
CB,O,BOULT REEF,23079S,-23.758333,152.266667,RAP,18,200910,2010,7/01/2010,1U,1L,0,8.902,3.598,1.159,1,0.024,3,0.073170732,41
CB,O,BOULT REEF,23079S,-23.758333,152.266667,RAP,20,201112,2012,30/11/2011,2L,1L,0,13.355,3.684,0,0,0,2,0.052631579,38
CB,O,BOULT REEF,23079S,-23.758333,152.266667,RAP,22,201314,2014,13/09/2013,2L,1L,0,15.813,3.125,0.938,2,0.05,3,0.075,40
CB,O,BOULT REEF,23079S,-23.758333,152.266667,RAP,24,201516,2016,13/10/2015,3L,1L,0,36.678,2.763,0.789,1,0.026,11,0.289473684,38
CB,O,BOULT REEF,23079S,-23.758333,152.266667,RAP,26,201718,2018,15/10/2017,3L,1L,1L,39.688,4.813,2,0,0,,,40
CB,O,BOULT REEF,23079S,-23.758333,152.266667,RAP,28,201920,2020,6/01/2020,3U,1L,0,48.949,3.977,1.42,2,0.045,22,0.5,44
CB,O,BOULT REEF,23079S,-23.758333,152.266667,RM,29,202021,2021,21/08/2020,4U,1L,0,60.714,5.298,1.131,0,0,1,0.023809524,42
CB,O,HOSKYN ISLANDS REEF,23080S,-23.808333,152.291667,RAP,14,200506,2006,6/05/2006,4L,1L,1L,55.04,2.5,2.5,0,0,17,0.548387097,31
CB,O,HOSKYN ISLANDS REEF,23080S,-23.808333,152.291667,RAP,16,200708,2008,4/12/2007,3U,1L,1L,44.65,2.9,1.9,0,0,5,0.2,25
CB,O,HOSKYN ISLANDS REEF,23080S,-23.808333,152.291667,RAP,18,200910,2010,6/01/2010,2L,1L,1L,16.5,2.75,1.417,0,0,13,0.433333333,30
CB,O,HOSKYN ISLANDS REEF,23080S,-23.808333,152.291667,RAP,20,201112,2012,29/11/2011,2L,1L,0,16.422,3.103,0.172,0,0,8,0.275862069,29
CB,O,HOSKYN ISLANDS REEF,23080S,-23.808333,152.291667,RAP,22,201314,2014,12/09/2013,2U,1L,0,22.716,2.672,0.776,0,0,11,0.379310345,29
CB,O,HOSKYN ISLANDS REEF,23080S,-23.808333,152.291667,RAP,24,201516,2016,14/10/2015,2U/3L,1L,0,30.223,3.839,0.625,0,0,24,0.857142857,28
CB,O,HOSKYN ISLANDS REEF,23080S,-23.808333,152.291667,RAP,26,201718,2018,15/10/2017,3U/4L,1L,1L,52.411,5.804,2.321,0,0,,,28
CB,O,HOSKYN ISLANDS REEF,23080S,-23.808333,152.291667,RAP,28,201920,2020,6/01/2020,3U,1L,1L,47.765,4.167,1.591,0,0,42,1.272727273,33
CB,O,HOSKYN ISLANDS REEF,23080S,-23.808333,152.291667,RM,29,202021,2021,21/08/2020,4U,1L,0,63.281,3.281,0.469,0,0,8,0.25,32
CB,O,FAIRFAX ISLANDS REEF,23081S,-23.858333,152.366667,RAP,14,200506,2006,8/05/2006,4L,1L,1L,54.966,7.466,2.5,0,0,17,0.459459459,37
CB,O,FAIRFAX ISLANDS REEF,23081S,-23.858333,152.366667,RAP,16,200708,2008,3/12/2007,3L,1L,1L,43.357,5.357,1.571,0,0,10,0.285714286,35
CB,O,FAIRFAX ISLANDS REEF,23081S,-23.858333,152.366667,RAP,18,200910,2010,5/01/2010,1U,1L,1L,11.053,3.618,1.711,4,0.105,19,0.5,38
CB,O,FAIRFAX ISLANDS REEF,23081S,-23.858333,152.366667,RAP,20,201112,2012,28/11/2011,1U,1L,0,10.568,4.394,0.455,32,0.97,30,0.909090909,33
CB,O,FAIRFAX ISLANDS REEF,23081S,-23.858333,152.366667,RAP,22,201314,2014,10/09/2013,1U,1L,0,12.432,6.791,1.216,43,1.162,28,0.756756757,37
CB,O,FAIRFAX ISLANDS REEF,23081S,-23.858333,152.366667,RAP,24,201516,2016,11/10/2015,2U,1L,1L,19.964,6.857,1.429,4,0.114,19,0.542857143,35
CB,O,FAIRFAX ISLANDS REEF,23081S,-23.858333,152.366667,RAP,26,201718,2018,14/10/2017,2U,1L,1L,26.607,7.071,1.429,1,0.029,,,35
CB,O,FAIRFAX ISLANDS REEF,23081S,-23.858333,152.366667,RAP,28,201920,2020,4/01/2020,2U/3L,1L,0,39.281,6.688,1.125,0,0,51,1.275,40
CB,O,FAIRFAX ISLANDS REEF,23081S,-23.858333,152.366667,RM,29,202021,2021,21/08/2020,3U,1L,0,51.283,3.421,0.592,0,0,13,0.342105263,38
CB,O,LADY MUSGRAVE REEF,23082S,-23.908333,152.408333,RM,1,199293,1993,18/10/1992,1,,0,18.024,,2.177,0,0,,,62
CB,O,LADY MUSGRAVE REEF,23082S,-23.908333,152.408333,RM,2,199394,1994,15/04/1994,1U,,0,14.464,,0.119,0,0,,,63
CB,O,LADY MUSGRAVE REEF,23082S,-23.908333,152.408333,RM,3,199495,1995,27/11/1994,2L,,0,24.811,,0.66,1,0.019,,,53
CB,O,LADY MUSGRAVE REEF,23082S,-23.908333,152.408333,RM,4,199596,1996,5/12/1995,2L,,0,19.951,,0.588,1,0.02,,,51
CB,O,LADY MUSGRAVE REEF,23082S,-23.908333,152.408333,RM,5,199697,1997,15/11/1996,2L,,0,28.004,,1.096,0,0,,,57
CB,O,LADY MUSGRAVE REEF,23082S,-23.908333,152.408333,RM,6,199798,1998,8/12/1997,2U,1L,1L,36.875,2.609,1.739,0,0,,,46
CB,O,LADY MUSGRAVE REEF,23082S,-23.908333,152.408333,RM,7,199899,1999,1/12/1998,3U,1L,1L,45.873,2.5,1.825,0,0,,,63
CB,O,LADY MUSGRAVE REEF,23082S,-23.908333,152.408333,RM,8,199900,2000,4/12/1999,4L,1L,1L,48.705,2.321,2.232,0,0,,,56
CB,O,LADY MUSGRAVE REEF,23082S,-23.908333,152.408333,RM,9,200001,2001,16/09/2000,3U,1L,1L,51.958,3.349,2.5,1,0.019,,,53
CB,O,LADY MUSGRAVE REEF,23082S,-23.908333,152.408333,RM,10,200102,2002,6/08/2001,4L/4U,1L,1L,58.65,2.35,2.1,0,0,,,50
CB,O,LADY MUSGRAVE REEF,23082S,-23.908333,152.408333,RM,11,200203,2003,18/09/2002,4L,1L,1L,55.162,2.593,2.454,0,0,,,54
CB,O,LADY MUSGRAVE REEF,23082S,-23.908333,152.408333,RM,12,200304,2004,30/10/2003,4L,1L,1L,52.182,2.773,2.455,1,0.018,,,55
CB,O,LADY MUSGRAVE REEF,23082S,-23.908333,152.408333,RM,13,200405,2005,30/11/2004,3U,1L,1L,45.15,3.35,1.85,0,0,,,50
CB,O,LADY MUSGRAVE REEF,23082S,-23.908333,152.408333,RMRAP,14,200506,2006,7/05/2006,3U,1L,1L,51.151,2.738,2.5,0,0,20,0.317460317,63
CB,O,LADY MUSGRAVE REEF,23082S,-23.908333,152.408333,RM,15,200607,2007,13/11/2006,4L,1L,1L,53.596,3.07,2.456,0,0,21,0.368421053,57
CB,O,LADY MUSGRAVE REEF,23082S,-23.908333,152.408333,RM,17,200809,2009,23/11/2008,2U,1L,1L,31.698,3.208,1.84,0,0,7,0.132075472,53
CB,O,LADY MUSGRAVE REEF,23082S,-23.908333,152.408333,RMRAP,18,200910,2010,4/01/2010,1U,1L,1L,12.232,1.83,1.518,1,0.018,17,0.303571429,56
CB,O,LADY MUSGRAVE REEF,23082S,-23.908333,152.408333,RMRAP,20,201112,2012,27/11/2011,1U,1L,0,10,2.347,0.357,0,0,17,0.346938776,49
CB,O,LADY MUSGRAVE REEF,23082S,-23.908333,152.408333,RM,21,201213,2013,22/08/2012,1U,1L,0,11.434,3.443,0.902,16,0.262,17,0.278688525,61
CB,O,LADY MUSGRAVE REEF,23082S,-23.908333,152.408333,RMRAP,22,201314,2014,9/09/2013,2L,1L,0,13.824,3.272,0.956,27,0.397,35,0.514705882,68
CB,O,LADY MUSGRAVE REEF,23082S,-23.908333,152.408333,RMRAP,24,201516,2016,16/10/2015,3L,1L,0,30.241,3.333,1.228,3,0.053,18,0.315789474,57
CB,O,LADY MUSGRAVE REEF,23082S,-23.908333,152.408333,RM,25,201617,2017,12/01/2017,3L,1L,1L,39.601,2.935,1.558,1,0.014,23,0.333333333,69
CB,O,LADY MUSGRAVE REEF,23082S,-23.908333,152.408333,RMRAP,26,201718,2018,12/10/2017,3L,1L,1L,39.886,4.727,1.364,2,0.036,,,55
CB,O,LADY MUSGRAVE REEF,23082S,-23.908333,152.408333,RM,27,201819,2019,23/09/2018,3U,1L,1L,50.295,3.409,1.864,21,0.382,8,0.145454545,55
CB,O,LADY MUSGRAVE REEF,23082S,-23.908333,152.408333,RAP,28,201920,2020,3/01/2020,3U,1L,0,49.652,4.795,0.943,0,0,18,0.295081967,61
CB,O,LADY MUSGRAVE REEF,23082S,-23.908333,152.408333,RM,29,202021,2021,18/08/2020,4L,1L,0,51.117,2.841,0.985,2,0.03,17,0.257575758,66
CG,I,BIRD ISLANDS REEF (NORTH),11167S,-11.766667,143.083333,RM,2,199394,1994,5/10/1993,4U,,1L,70.469,,1.667,0,0,,,24
CG,I,BIRD ISLANDS REEF (NORTH),11167S,-11.766667,143.083333,RM,6,199798,1998,24/03/1998,3U,1L,1L,45.417,5.298,2.381,0,0,,,21
CG,I,BIRD ISLANDS REEF (NORTH),11167S,-11.766667,143.083333,RM,11,200203,2003,19/07/2002,4U,1L,1L,67.135,2.083,2.5,0,0,,,24
CG,I,KAY REEF,12010S,-12.233333,143.283333,RM,1,199293,1993,16/12/1992,3,,1,39.3,,3.3,0,0,,,50
CG,I,KAY REEF,12010S,-12.233333,143.283333,RM,2,199394,1994,4/10/1993,3U,,0,40.313,,0.417,0,0,,,60
CG,I,KAY REEF,12010S,-12.233333,143.283333,RM,3,199495,1995,8/10/1994,3L/3U,,0,35.341,,1.212,0,0,,,66
CG,I,KAY REEF,12010S,-12.233333,143.283333,RM,4,199596,1996,24/09/1995,3U,,1L,39.461,,1.552,1,0.017,,,58
CG,I,KAY REEF,12010S,-12.233333,143.283333,RM,6,199798,1998,26/03/1998,3L,1L,1L,34.229,2.708,2.417,0,0,,,60
CG,I,KAY REEF,12010S,-12.233333,143.283333,RM,10,200102,2002,14/07/2001,3U,1L,1L,42.581,2.581,2.298,0,0,,,62
CG,I,KAY REEF,12010S,-12.233333,143.283333,RM,11,200203,2003,19/07/2002,3L,1L,1L,36.387,2.617,2.383,0,0,,,64
CG,I,KAY REEF,12010S,-12.233333,143.283333,RM,13,200405,2005,2/09/2004,3L,1L,1L,38.008,2.461,1.797,0,0,,,64
CG,I,KAY REEF,12010S,-12.233333,143.283333,RAP,14,200506,2006,8/10/2005,3L,1L,1L,40.181,2.5,2.46,0,0,14,0.225806452,62
CG,I,KAY REEF,12010S,-12.233333,143.283333,RM,21,201213,2013,8/02/2013,4L,1L,1L,55.298,2.579,2.381,16,0.254,24,0.380952381,63
CG,I,KAY REEF,12010S,-12.233333,143.283333,RM,25,201617,2017,22/08/2016,1U,1L,3L,14.246,2.414,33.772,2,0.034,11,0.189655172,58
CG,I,CURD REEF,12102S,-12.591667,143.55,RM,1,199293,1993,17/12/1992,2,,1,28.333,,5,2,0.083,,,24
CG,I,CURD REEF,12102S,-12.591667,143.55,RM,4,199596,1996,21/09/1995,2U,,1L,28.3,,2.4,67,2.68,,,25
CG,I,CURD REEF,12102S,-12.591667,143.55,RM,10,200102,2002,13/07/2001,2U,1U,1L,20.7,9.1,2.1,0,0,,,25
CG,I,CURD REEF,12102S,-12.591667,143.55,RM,13,200405,2005,4/09/2004,2L,1U,1L,20.37,6.389,1.759,4,0.148,,,27
CG,I,CURD REEF,12102S,-12.591667,143.55,RM,21,201213,2013,7/02/2013,2U/3L,1L,1L,31.953,4.766,2.344,3,0.094,5,0.15625,32
CG,I,CURD REEF,12102S,-12.591667,143.55,RM,25,201617,2017,23/08/2016,2L,1L,2L,12.75,5.583,23.042,4,0.133,6,0.2,30
CG,I,CURD REEF,12102S,-12.591667,143.55,RM,27,201819,2019,17/01/2019,2L,1L,0,14.632,4.485,0.662,0,0,,,34
CG,I,CURD REEF,12102S,-12.591667,143.55,RM,29,202021,2021,13/12/2020,2L,1U,0,17.759,8.362,0,0,0,5,0.172413793,29
CG,M,MCSWEENEY REEF,11016S,-11.025,143.25,RMRAP,28,201920,2020,23/11/2019,1L,1L,0,2.845,2.414,0.69,4,0.138,4,0.137931034,29
CG,M,MCSWEENEY REEF,11016S,-11.025,143.25,RM,29,202021,2021,12/12/2020,1L,1L,0,5.625,2.292,0.729,2,0.083,4,0.166666667,24
CG,M,MONSOON REEF,11029S,-11.133333,143.258333,RMRAP,28,201920,2020,24/11/2019,1U,1L,0,7.188,2.5,0.625,1,0.042,2,0.083333333,24
CG,M,MONSOON REEF,11029S,-11.133333,143.258333,RM,29,202021,2021,11/12/2020,1U,1L,0,7.054,2.143,0.357,0,0,4,0.142857143,28
CG,M,11049S,11049S,-11.358333,143.333333,RM,27,201819,2019,24/01/2019,1L,1L,0,4.122,2.23,0.946,1,0.027,13,0.351351351,37
CG,M,11049S,11049S,-11.358333,143.333333,RMRAP,28,201920,2020,26/11/2019,1L,1L,0,3.106,2.5,0.379,0,0,5,0.151515152,33
CG,M,11049S,11049S,-11.358333,143.333333,RM,29,202021,2021,10/12/2020,1L,1L,0,7.568,2.5,0.946,12,0.324,24,0.648648649,37
CG,M,11162S,11162S,-11.6,143.291667,RMRAP,28,201920,2020,27/11/2019,1U,1L,0,8.879,2.586,0.172,0,0,13,0.448275862,29
CG,M,11162S,11162S,-11.6,143.291667,RM,29,202021,2021,5/12/2020,2L,1L,0,17.429,3,0.143,0,0,27,0.771428571,35
CG,M,SIR CHARLES HARDY ISLANDS (1),11184C1,-11.908333,143.466667,RM,1,199293,1993,14/12/1992,3,,0,43.333,,0,0,0,,,18
CG,M,SIR CHARLES HARDY ISLANDS (1),11184C1,-11.908333,143.466667,RM,4,199596,1996,23/09/1995,3U,,1L,44.474,,2.105,1,0.053,,,19
CG,M,SIR CHARLES HARDY ISLANDS (1),11184C1,-11.908333,143.466667,RM,10,200102,2002,14/07/2001,4L,1L,1L,57.167,2.5,2.5,0,0,,,15
CG,M,SIR CHARLES HARDY ISLANDS (1),11184C1,-11.908333,143.466667,RM,13,200405,2005,1/09/2004,3U,1L,1L,52.961,2.5,1.447,0,0,,,19
CG,M,SIR CHARLES HARDY ISLANDS (1),11184C1,-11.908333,143.466667,RM,21,201213,2013,8/02/2013,4L,1L,1L,52.566,3.289,2.5,17,0.895,2,0.105263158,19
CG,M,SIR CHARLES HARDY ISLANDS (1),11184C1,-11.908333,143.466667,RM,25,201617,2017,22/08/2016,1U,1L,3L,10,2.5,36.607,0,0,15,0.714285714,21
CG,M,SIR CHARLES HARDY ISLANDS (2),11184C2,-11.908333,143.466667,RM,1,199293,1993,14/12/1992,4,,1,58.947,,5,0,0,,,19
CG,M,SIR CHARLES HARDY ISLANDS (2),11184C2,-11.908333,143.466667,RM,4,199596,1996,23/09/1995,4L,,1L,61.316,,2.237,0,0,,,19
CG,M,SIR CHARLES HARDY ISLANDS (2),11184C2,-11.908333,143.466667,RM,10,200102,2002,14/07/2001,3U,1L,1L,44.028,4.861,2.5,0,0,,,18
CG,M,SIR CHARLES HARDY ISLANDS (2),11184C2,-11.908333,143.466667,RM,13,200405,2005,1/09/2004,3U,1L,0,52.059,3.529,1.029,0,0,,,17
CG,M,SIR CHARLES HARDY ISLANDS (2),11184C2,-11.908333,143.466667,RM,21,201213,2013,8/02/2013,3U,1L,1L,49.293,2.5,2.5,14,0.609,4,0.173913043,23
CG,M,SIR CHARLES HARDY ISLANDS (2),11184C2,-11.908333,143.466667,RM,25,201617,2017,22/08/2016,1U,1L,4L,10.357,3.929,52.024,1,0.048,28,1.333333333,21
CG,M,PEARSON REEF,11211S,-11.566667,143.716667,RM,3,199495,1995,7/10/1994,2U,,1L,26.048,,1.452,1,0.032,,,31
CG,M,PEARSON REEF,11211S,-11.566667,143.716667,RM,6,199798,1998,24/03/1998,2L,1L,1L,25.04,1.694,2.097,0,0,,,31
CG,M,PEARSON REEF,11211S,-11.566667,143.716667,RM,12,200304,2004,6/09/2003,2U,1L,1L,24.816,2.353,2.059,10,0.294,,,34
CG,M,PEARSON REEF,11211S,-11.566667,143.716667,RM,21,201213,2013,9/02/2013,2U,1L,1L,28.179,2.643,2.643,3,0.086,53,1.514285714,35
